Object Full Name,Diameter (km),Albedo,Rotation Period (hrs),Absolute Magnitude Parameter,Epoch of Oscillation in Julian Day Form,Eccentricity,Semi-Major Axis (au),Perihelion Distance (au),Inclination (degrees),Longitude of Ascending Node (deg),Argument of Perihelion (deg),Mean Anomaly (deg),Aphelion distance (au),Mean motion (deg/day),Earth Minimum Orbit Intersection Distance (au),Potentially Hazardous Asteroid
       (2016 YG8),,,,21.9,2459800.5,0.289,1.821,1.294,16.98,125.93,279.66,124.42,2.35,0.4012,0.436,0
       (2016 YH8),,,,22,2459800.5,0.1845,1.483,1.21,8.69,136.79,299.99,49.86,1.76,0.5455,0.262,0
       (2016 YJ8),,,,23.8,2459800.5,0.4439,1.981,1.101,9.15,136.44,314.5,7.46,2.86,0.3536,0.156,0
       (2016 YQ8),,,,22.9,2459800.5,0.4991,2.339,1.172,5.43,309.77,190.91,192.93,3.51,0.2755,0.187,0
       (2016 YR8),,,,19,2459800.5,0.5088,2.555,1.255,30.25,325.08,59.69,165.05,3.86,0.2413,0.407,0
       (2016 YS8),,,,21.4,2457751.5,0.35,1.196,0.777,36.82,284.76,49.73,80.34,1.61,0.7535,0.153,0
       (2016 YT8),,,,20.4,2459800.5,0.6269,1.996,0.745,9.1,75.53,121.11,328.08,3.25,0.3496,0.035,1
       (2016 YU8),,,,20.28,2459800.5,0.4033,1.804,1.076,22.9,93.97,96.72,73.92,2.53,0.4069,0.297,0
       (2016 YV8),,,,19.6,2459800.5,0.338,1.718,1.137,33.38,111.89,302.57,208.08,2.3,0.4378,0.277,0
       (2016 YU10),,,,19,2459800.5,0.5057,2.588,1.279,26.79,82.2,100.74,104.39,3.9,0.2368,0.51,0
       (2016 YY10),,,,25.9,2459800.5,0.2162,1.159,0.908,14.55,272.93,116.13,223.65,1.41,0.7903,0.0213,0
       (2016 YZ10),,,,20.9,2459800.5,0.4592,2.265,1.225,24.44,101.84,346.08,236.62,3.3,0.2892,0.25,0
       (2016 YB11),,,,21.6,2457755.5,0.5298,1.906,0.896,14.51,77.22,304.21,22.2,2.92,0.3746,0.0427,1
       (2016 YE11),,,,19.5,2459800.5,0.5646,2.701,1.176,7.41,70.54,323.69,114.07,4.23,0.222,0.2,0
       (2016 YF11),,,,20.7,2459800.5,0.4064,1.747,1.037,17.16,119.69,14.73,142.28,2.46,0.4268,0.0624,0
       (2016 YC13),,,,26.69,2457749.5,0.4702,1.466,0.776,4.79,275.87,103.03,29.51,2.15,0.5555,0.00971,0
       (2016 YN13),,,,20.7,2459800.5,0.5303,2.616,1.229,11.4,158.42,334.81,117.36,4,0.233,0.256,0
       (2017 AD3),,,,23.4,2457756.5,0.3013,1.4,0.978,38.56,276.17,227.56,337.9,1.82,0.595,0.0712,0
       (2017 AE3),,,1,21.9,2459800.5,0.6402,1.845,0.664,9.49,269.36,107.6,104.71,3.03,0.3934,0.0211,1
       (2017 AF3),,,,25.3,2459800.5,0.1908,1.021,0.826,14.72,287.05,281.33,68.61,1.22,0.9554,0.0316,0
       (2017 AG3),,,,25.4,2457756.5,0.4761,1.571,0.823,1.59,24.93,5.91,27.91,2.32,0.5006,0.0242,0
       (2017 AH3),,,,23.3,2459800.5,0.1188,1.021,0.9,17.77,290.69,343.65,339.85,1.14,0.9547,0.112,0
       (2017 AJ3),,,,24.3,2457758.5,0.1283,1.248,1.088,26.15,288.73,163.23,9.9,1.41,0.707,0.109,0
       (2017 AK3),,,,24.6,2459800.5,0.4658,1.709,0.913,6.43,310.76,219.01,157.13,2.51,0.441,0.000408,0
       (2017 AV3),,,,19.68,2459800.5,0.5119,1.585,0.774,36.48,128.33,193.82,352.95,2.4,0.4939,0.232,0
       (2017 AW3),,,,20.9,2459800.5,0.2778,1.716,1.239,33.82,253.23,186.51,188.91,2.19,0.4386,0.256,0
       (2017 AX3),,,,22.8,2459800.5,0.5379,2.015,0.931,6.61,176.83,338.48,327.67,3.1,0.3447,0.025,0
       (2017 AY3),,,,20.6,2459800.5,0.5097,1.497,0.734,6.15,157.34,31.68,348.42,2.26,0.5381,0.0712,0
       (2017 AZ3),,,,30,2459800.5,0.2705,1.297,0.946,4.03,285.36,217.12,261.1,1.65,0.6674,0.00319,0
       (2017 AK4),,,,21.3,2459800.5,0.5468,2.328,1.055,32.39,247.4,191.25,210.31,3.6,0.2775,0.0765,0
       (2017 AL4),,,,23,2459800.5,0.3112,1.453,1.001,13.21,270.79,127.91,111.35,1.9,0.5629,0.0899,0
       (2017 AM4),,,,19.1,2459800.5,0.2689,1.42,1.038,60.27,129.08,176.59,274.37,1.8,0.5827,0.0233,1
       (2017 AN4),,,,23.1,2457757.5,0.6587,1.251,0.427,20.28,117.05,117.26,316.5,2.08,0.7042,0.0116,0
       (2017 AO4),,,,24.9,2459800.5,0.5991,2.433,0.975,0.68,310.99,132.71,173.63,3.89,0.2598,0.00684,0
       (2017 AP4),,,,27,2459800.5,0.5338,2.073,0.967,1.48,292.35,150.39,320.54,3.18,0.3302,0.00531,0
       (2017 AQ4),,,,25.1,2457758.5,0.4204,1.646,0.954,29.18,284.29,135.15,17.7,2.34,0.4666,0.0551,0
       (2017 AR4),,,,24.8,2459800.5,0.0906,1.024,0.932,7.7,104.99,242.19,249.81,1.12,0.9506,0.0361,0
       (2017 AS4),,,,26.8,2457759.5,0.6826,2.189,0.695,1.95,106.97,75.6,346.06,3.68,0.3042,0.00101,0
       (2017 AT4),,,,26.6,2459800.5,0.2649,1.376,1.011,2.65,106.9,4.95,163.2,1.74,0.6109,0.0294,0
       (2017 AC5),,,5.926,20.09,2459800.5,0.4914,2.332,1.186,11.27,174.66,23.31,177.99,3.48,0.2768,0.2,0
       (2017 AD5),,,,24.1,2459800.5,0.4834,1.789,0.924,0.82,40.86,23.59,135.16,2.65,0.412,0.00372,0
       (2017 AE5),,,,22.2,2459800.5,0.3381,1.314,0.87,2.27,2.07,188.53,212.48,1.76,0.6545,0.0292,0
       (2017 AF5),,,49.68,17.78,2459800.5,0.9498,2.48,0.125,20.9,323.32,11.19,167.2,4.84,0.2524,0.156,0
       (2017 AG5),,,7.346,22.4,2459800.5,0.3477,1.347,0.879,1.71,93.2,310.79,237.43,1.82,0.6305,0.00231,0
       (2017 AH5),,,,24.3,2457759.5,0.7133,2.108,0.604,2.99,71,297.96,17.84,3.61,0.3221,0.0206,0
       (2017 AE13),,,,24.1,2459800.5,0.5761,1.98,0.839,12.82,281.94,122.49,19,3.12,0.3539,0.0145,0
       (2017 AF13),,,,26.5,2459800.5,0.355,1.514,0.976,8.19,285.4,161.62,8.44,2.05,0.5293,0.00654,0
       (2017 AG13),,,,26.1,2459800.5,0.4289,0.9632,0.55,16.45,289.24,297.91,256.26,1.38,1.043,0.000705,0
       (2017 AH13),,,,21.41,2459800.5,0.5551,1.167,0.519,22.73,313.44,48.99,209.49,1.82,0.7816,0.13,0
       (2017 AJ13),,,,24.1,2459800.5,0.4926,1.904,0.966,12.7,112.98,26.48,34.22,2.84,0.3751,0.0155,0
       (2017 AK13),,,,23.6,2459800.5,0.6098,2.365,0.923,8.68,109.53,320.17,198.56,3.81,0.271,0.0153,0
       (2017 AL13),,,,25.6,2459800.5,0.3686,1.305,0.824,13.37,109.31,285.29,304.44,1.79,0.6611,0.0268,0
       (2017 AM13),,,,25.09,2459800.5,0.4355,1.405,0.793,20.45,286.77,257.19,94.38,2.02,0.5921,0.0374,0
       (2017 AO13),,,,23.2,2459800.5,0.4271,1.785,1.023,5.59,319.51,164.28,116.54,2.55,0.4133,0.0437,0
       (2017 AP13),,,,23.2,2457765.5,0.6507,2.689,0.939,9.81,277.27,240.72,351.98,4.44,0.2235,0.0777,0
       (2017 AY13),,,,21.5,2459800.5,0.5566,1.96,0.869,5.74,181.93,224.24,33.49,3.05,0.3592,0.012,1
       (2017 AZ13),,,,21.8,2459800.5,0.2658,0.9284,0.682,18.32,121.97,200.02,224.78,1.18,1.102,0.148,0
       (2017 AA14),,,,24.8,2457761.5,0.4474,1.688,0.933,9.05,106.95,302.74,21.99,2.44,0.4494,0.0507,0
       (2017 AB14),,,,23.8,2459800.5,0.3882,1.603,0.981,8.27,108.87,305.85,294.97,2.23,0.4856,0.0686,0
       (2017 AB17),,,,22.5,2459800.5,0.3542,1.542,0.996,13.39,287.79,105.56,10.15,2.09,0.5146,0.151,0
       (2017 AN19),,,,19.7,2459800.5,0.3687,1.495,0.944,19.77,281.33,329.3,276.4,2.05,0.5391,0.0329,1
       (2017 AP19),,,,23.6,2459800.5,0.5427,2.067,0.945,13.05,106.25,336.36,323.09,3.19,0.3318,0.00684,0
       (2017 AQ19),,,,20.86,2459800.5,0.4835,1.864,0.963,9.46,169.38,359.44,50.4,2.77,0.3872,0.0289,1
       (2017 AT19),,,,19.9,2459800.5,0.4869,2.412,1.238,6.66,148.47,239.98,209.9,3.59,0.263,0.265,0
       (2017 AN20),,,,22.9,2459800.5,0.572,2.822,1.208,15.6,130.29,342.34,63.89,4.44,0.2079,0.235,0
       (2017 AP20),,,,17.93,2459800.5,0.748,2.879,0.725,13.86,55.39,2.92,62.66,5.03,0.2017,0.21,0
       (2017 AQ20),,,,17.7,2459800.5,0.8471,3.984,0.609,50.72,5.09,1.58,261.62,7.36,0.124,0.392,0
       (2017 AT20),,,,27.11,2457757.5,0.2483,1.053,0.791,4.2,270.42,93.55,70.32,1.31,0.9124,0.00303,0
       (2017 AY20),,,,21.01,2457757.5,0.3336,1.861,1.24,17.63,340.64,214.35,302.76,2.48,0.3882,0.278,0
       (2017 AA21),,,,26.14,2457757.5,0.4776,1.922,1.004,2.33,331.27,173.8,346.32,2.84,0.3699,0.0167,0
       (2017 AB21),,,,20.01,2457757.5,0.8018,3.214,0.637,12.88,42.65,300.92,22.54,5.79,0.1711,0.0687,0
       (2017 AD21),,,,27,2457757.5,0.2879,1.427,1.016,3.23,263.31,183.07,10.2,1.84,0.5781,0.0322,0
       (2017 AE21),,,,24.81,2457757.5,0.1789,1.1,0.903,3.06,247.07,125,75.91,1.3,0.8547,0.00715,0
       (2017 AF21),,,,24.7,2459800.5,0.3699,1.802,1.135,2.48,204.45,242.61,120.87,2.47,0.4075,0.158,0
       (2017 AG21),,,,20.93,2457759.5,0.1127,1.08,0.958,12.99,20.22,15.01,56.22,1.2,0.8779,0.0361,1
       (2017 BK),,,,24,2459800.5,0.4913,1.91,0.971,6.64,110.86,39.75,27.19,2.85,0.3735,0.0349,0
       (2017 BS),,,,24.5,2459800.5,0.2234,1.283,0.996,10.27,286.55,181.57,301.89,1.57,0.6786,0.0142,0
       (2017 BT),,,,22.3,2459800.5,0.2376,1.381,1.053,9.58,105.88,346.98,164.03,1.71,0.6074,0.0743,0
       (2017 BU),,,,25.2,2459800.5,0.2509,1.019,0.763,1.5,75.64,159.19,54.17,1.28,0.9578,0.0228,0
       (2017 BV),,,,26,2457774.5,0.3873,1.479,0.906,13.68,117.88,306.23,25.4,2.05,0.548,0.0271,0
       (2017 BW),,,14.559,23.49,2459800.5,0.1398,1.076,0.925,4.76,142.52,70.19,275.9,1.23,0.8836,0.0111,0
       (2017 BX),,,,28,2459800.5,0.3578,1.46,0.938,4.61,124.38,35.32,33.74,1.98,0.5587,0.00108,0
       (2017 BY),,,,25.5,2459800.5,0.244,1.228,0.928,2.37,288.89,137.96,62.82,1.53,0.7245,0.00124,0
       (2017 BE3),,,,20,2459800.5,0.7449,2.428,0.619,14.18,78.51,129.38,146.84,4.24,0.2606,0.132,0
       (2017 BF3),,,,20.8,2459800.5,0.6076,2.011,0.789,6.6,245.2,128.22,3.68,3.23,0.3457,0.0185,1
       (2017 BH3),,,,24.2,2459800.5,0.1848,1.411,1.151,12.69,130.17,22.7,90.6,1.67,0.5878,0.175,0
       (2017 BK3),,,,20.2,2459800.5,0.4511,2.216,1.216,22.99,340.21,99.88,258.87,3.22,0.2987,0.437,0
       (2017 BL3),,,,20.4,2459800.5,0.692,1.614,0.497,12.27,350.14,254.18,217.61,2.73,0.4805,0.00756,1
       (2017 BM3),,,,23,2459800.5,0.1774,0.9796,0.806,13.73,318.45,286.24,153.89,1.15,1.017,0.0104,0
       (2017 BN3),,,,24.7,2459800.5,0.4959,2.073,1.045,4.03,153.73,351.4,299.1,3.1,0.3301,0.0593,0
       (2017 BO3),,,,21.2,2459800.5,0.3418,1.66,1.092,30.89,132.43,332.86,224.9,2.23,0.4609,0.137,0
       (2017 BP3),,,,23.5,2459800.5,0.5174,2.155,1.04,5.68,302.18,202.03,266.48,3.27,0.3115,0.0634,0
       (2017 BP5),,,,20.3,2459800.5,0.7228,1.565,0.434,22.3,251.75,70.99,344.48,2.7,0.5036,0.00277,1
       (2017 BQ5),,,,22.8,2457777.5,0.5505,1.736,0.78,7.68,215.04,335.11,337,2.69,0.4311,0.0924,0
       (2017 BR5),,,,27.6,2459800.5,0.4849,1.731,0.892,5.39,124.8,312.05,171.03,2.57,0.4329,0.00549,0
       (2017 BS5),,,36.1,24.24,2459800.5,0.0078,1.017,1.009,11.23,120.72,15.45,135.58,1.02,0.9609,0.00877,0
       (2017 BX5),,,,25.5,2459800.5,0.4185,1.808,1.051,4.64,135.94,16.99,89.19,2.56,0.4056,0.0675,0
       (2017 BY5),,,,25.8,2459800.5,0.5095,2.032,0.997,11.96,126.12,11.49,323.53,3.07,0.3404,0.0191,0
       (2017 BZ5),,,,22.2,2459800.5,0.6804,2.266,0.724,17.38,312.05,93.13,238.32,3.81,0.289,0.0786,0
       (2017 BA6),,,,26.3,2457779.5,0.1393,1.179,1.015,28.18,305.82,165.08,11.25,1.34,0.7696,0.0346,0
       (2017 BB6),,,,27.1,2457780.5,0.4276,1.565,0.896,4.35,125.22,55.82,338.49,2.23,0.5034,0.0123,0
       (2017 BC6),,,,26.7,2457780.5,0.5606,1.98,0.87,4.89,310.26,120.2,14.95,3.09,0.3537,0.0176,0
       (2017 BD6),,,,28.4,2459800.5,0.5839,2.296,0.955,5.04,125.57,335.51,218.03,3.64,0.2834,0.00243,0
       (2017 BL6),,,1.1,21.2,2459800.5,0.2285,1.35,1.041,8.45,265.91,294.15,135.36,1.66,0.6285,0.102,0
       (2017 BM6),,,,20.07,2459800.5,0.6916,1.745,0.538,6.23,43.61,325.15,166.86,2.95,0.4278,0.08,0
       (2017 BN6),,,,27.4,2457780.5,0.5392,1.659,0.764,0.34,267.52,147.02,22.37,2.55,0.4613,0.00336,0
       (2017 BO6),,,,26.1,2459800.5,0.2753,0.9357,0.678,1.86,118.35,142.6,292.09,1.19,1.089,0.014,0
       (2017 BP6),,,,25.4,2457782.5,0.331,1.522,1.018,20.16,127.51,322.17,19.55,2.03,0.525,0.0818,0
       (2017 BQ6),,,2.15,21.4,2459800.5,0.5317,1.946,0.911,9,133.01,43.56,358.22,2.98,0.363,0.0121,1
       (2017 BR6),,,,27.9,2459800.5,0.3347,0.8817,0.587,6.68,127.9,226.99,342.48,1.18,1.19,0.0105,0
       (2017 BS6),,,,23.1,2459800.5,0.1794,1.196,0.981,13.79,298.8,293.46,357.68,1.41,0.7536,0.0537,0
       (2017 BT6),,,,24.8,2457780.5,0.6332,2.484,0.911,5.59,113.69,57.68,351.56,4.06,0.2517,0.0331,0
       (2017 BU6),,,,22.3,2459800.5,0.5153,2.035,0.986,4.07,99.23,92.97,305.9,3.08,0.3395,0.0648,0
       (2017 BV6),,,,22.6,2459800.5,0.4599,1.893,1.023,18.41,315.68,227.35,25.11,2.76,0.3783,0.12,0
       (2017 BW6),,,,25.3,2457782.5,0.4902,1.852,0.944,5.68,295.69,140.76,16.85,2.76,0.3911,0.0157,0
       (2017 BX6),,,,24.2,2459800.5,0.4628,1.909,1.026,2.32,354.79,157.78,25.63,2.79,0.3736,0.0399,0
       (2017 BY6),,,,26,2457781.5,0.2928,1.322,0.935,10.04,308.35,120.86,32.68,1.71,0.6486,0.0428,0
       (2017 BZ6),,,,26.1,2459800.5,0.0931,1.086,0.985,5.83,315.06,117.6,6.69,1.19,0.8714,0.0392,0
       (2017 BA7),,,,28.1,2459800.5,0.6443,1.704,0.606,0.1,276.56,120.76,196.59,2.8,0.4432,0.000798,0
       (2017 BB7),,,,28.1,2459800.5,0.2108,0.9398,0.742,5.75,127.81,119.56,287.68,1.14,1.082,0.00797,0
       (2017 BD29),,,,21.7,2459800.5,0.3057,0.9364,0.65,7.53,80.68,267.53,154.83,1.22,1.088,0.0482,1
       (2017 BE29),,,,21.2,2459800.5,0.2632,1.725,1.271,16.14,306.64,178.34,164.08,2.18,0.435,0.288,0
       (2017 BF29),,,,25.59,2459800.5,0.1342,1.181,1.023,2.61,302.37,203.79,98.16,1.34,0.7678,0.0404,0
       (2017 BG29),,,,24.2,2459800.5,0.1693,1.267,1.052,13.6,309.53,170.4,320.36,1.48,0.6911,0.0708,0
       (2017 BH29),,,,25.6,2459800.5,0.5893,2.595,1.066,1.9,116.21,13.34,115.74,4.12,0.2358,0.0823,0
       (2017 BJ29),,,,25.2,2457781.5,0.3429,1.33,0.874,25.31,127.16,72.27,321.76,1.79,0.6425,0.0634,0
       (2017 BA30),,,,21.2,2459800.5,0.435,1.952,1.103,30.09,304.22,154.13,14.24,2.8,0.3614,0.149,0
       (2017 BB30),,,,25.2,2459800.5,0.1902,0.9813,0.795,2.98,303.09,293.22,155.89,1.17,1.014,0.00976,0
       (2017 BD30),,,,21.7,2457783.5,0.7379,1.426,0.374,27.73,306.17,48.5,45.73,2.48,0.5789,0.104,0
       (2017 BE30),,,,26.1,2457784.5,0.6652,2.242,0.75,5.89,306.24,108.61,15.13,3.73,0.2937,0.0092,0
       (2017 BF30),,,,24.2,2459800.5,0.1301,1.045,0.909,3.62,123.09,256.14,165.58,1.18,0.9229,0.00916,0
       (2017 BG30),,,,29.4,2459800.5,0.1071,1.055,0.942,1.63,304.5,250.42,339.68,1.17,0.9091,0.00647,0
       (2017 BH30),,,,28.8,2459800.5,0.6541,2.325,0.804,1.88,129.68,56.87,189.02,3.85,0.278,0.000245,0
       (2017 BJ30),,,0.0871,26.7,2459800.5,0.2897,1.328,0.943,0.58,295.36,231.54,199.19,1.71,0.6439,0.00277,0
       (2017 BK30),,,,27.3,2459800.5,0.6324,2.618,0.962,1.19,140.73,24.23,103.53,4.27,0.2327,0.00144,0
       (2017 BL30),,,,23.3,2459800.5,0.2383,1.134,0.864,2.85,311.12,283.15,130.36,1.4,0.8165,4.73E-05,0
       (2017 BM30),,,,26.5,2457783.5,0.5981,1.644,0.661,4.1,133.53,269.56,24.47,2.63,0.4677,0.00425,0
       (2017 BN30),,,,25.7,2459800.5,0.5405,2.198,1.01,5.91,315.08,187.25,248.74,3.39,0.3025,0.0263,0
       (2017 BO30),,,,23.9,2459800.5,0.2313,0.9273,0.713,25.07,124.09,155.51,288.49,1.14,1.104,0.122,0
       (2017 BP30),,,,26,2459800.5,0.2674,1.305,0.956,8.76,309.26,232.39,221.22,1.65,0.6608,0.0378,0
       (2017 BQ30),,,,25.4,2459800.5,0.535,1.899,0.883,4.05,311.24,126.51,55.53,2.91,0.3767,0.0101,0
       (2017 BW30),,,,23.8,2459800.5,0.2117,1.077,0.849,23.81,311.94,85.65,50.22,1.3,0.8819,0.00197,0
       (2017 BL31),,,,19.1,2459800.5,0.8502,2.467,0.37,24.62,103.39,131.95,127.4,4.56,0.2544,0.142,0
       (2017 BM31),,,8.45,20.7,2459800.5,0.4924,1.784,0.905,6.61,132.72,95.97,67.42,2.66,0.4138,0.0658,0
       (2017 BN31),,,,25.2,2457781.5,0.4821,2.107,1.091,2.15,135.32,348.07,2.08,3.12,0.3222,0.107,0
       (2017 BO31),,,,19.74,2459800.5,0.7755,2.543,0.571,6.66,23.87,16.74,151.32,4.52,0.243,0.111,0
       (2017 BP31),,,,19.8,2459800.5,0.6981,2.116,0.639,1.61,48.4,202.72,262.58,3.59,0.3202,0.024,1
       (2017 BQ31),,,,20.7,2459800.5,0.679,2.274,0.73,8.2,16.43,25.65,235.17,3.82,0.2875,0.101,0
       (2017 BR31),,,,21.4,2459800.5,0.5538,2.148,0.958,7.94,251.17,184.76,281.82,3.34,0.3131,0.0247,1
       (2017 BS31),,,,21.9,2459800.5,0.468,1.263,0.672,19.83,151.54,81.72,265.22,1.85,0.6947,0.0256,1
       (2017 BT31),,,,23.9,2457782.5,0.4755,2.287,1.2,8.25,119.62,14.16,359.3,3.37,0.2849,0.217,0
       (2017 BU31),,,,20.84,2459800.5,0.3927,2.1,1.275,6.25,281.74,250.38,277.24,2.92,0.324,0.305,0
       (2017 BE32),,,,19.4,2459800.5,0.387,2.017,1.236,8.64,244.79,344.59,270.28,2.8,0.3441,0.229,0
       (2017 BF32),,,,24.1,2457782.5,0.6312,2.119,0.782,3.17,154.22,247.13,20.81,3.46,0.3195,0.00144,0
       (2017 BG32),,,,18.68,2459800.5,0.2253,1.596,1.237,24.05,178.41,78.07,143.21,1.96,0.4887,0.388,0
       (2017 BH32),,,,22.2,2457782.5,0.3774,1.662,1.035,5.14,135.7,254.25,56.1,2.29,0.4599,0.0899,0
       (2017 BJ32),,,,25.1,2457783.5,0.4468,1.893,1.047,3.66,129.4,312.65,17.85,2.74,0.3783,0.0778,0
       (2017 BK32),,,,26.1,2457783.5,0.584,2.038,0.848,2.42,108.4,88.85,342.84,3.23,0.3387,0.0242,0
       (2017 BL32),,,,20.5,2459800.5,0.6979,1.387,0.419,10.94,280.97,349.36,82.81,2.35,0.6034,0.155,0
       (2017 BM32),,,,24.4,2459800.5,0.0856,1.155,1.056,8.66,300.29,147.62,198.23,1.25,0.7942,0.0841,0
       (2017 BN32),,,,24.8,2459800.5,0.2,1.192,0.953,6.4,129.12,308,125.03,1.43,0.7575,0.0232,0
       (2017 BO32),,,,24.3,2459800.5,0.2388,1.143,0.87,11.29,317.37,73.96,254.63,1.42,0.8063,0.00166,0
       (2017 BP32),,,,23.4,2459800.5,0.2096,1.312,1.037,23.7,315.41,185.76,236.69,1.59,0.6555,0.0537,0
       (2017 BQ32),,,,26.8,2459800.5,0.1852,1.242,1.012,13.18,312.97,179.65,354.66,1.47,0.7123,0.0277,0
       (2017 BR32),,,,26.7,2459800.5,0.5271,2.048,0.969,2.01,333.78,129.75,325.89,3.13,0.3363,0.0185,0
       (2017 BS32),,,0.179,27.2,2459800.5,0.3374,0.956,0.633,8.84,313.54,295.02,246.49,1.28,1.054,0.00153,0
       (2017 BT32),,,,23.7,2457781.5,0.1762,1.361,1.122,22.51,309.48,120.56,44.34,1.6,0.6204,0.212,0
       (2017 BU32),,,,26.5,2459800.5,0.2386,1.113,0.847,7.35,128.18,268.88,319.88,1.38,0.8398,0.0143,0
       (2017 BW32),,,,22.8,2459800.5,0.3716,1.981,1.245,4.15,304.34,227.78,338.4,2.72,0.3534,0.26,0
       (2017 BX32),,,,23.9,2459800.5,0.2935,1.695,1.197,4.93,154.74,356.81,171.12,2.19,0.4468,0.209,0
       (2017 BY32),,,,26.3,2459800.5,0.1665,1.105,0.921,2.33,288.78,114.08,340.86,1.29,0.8485,0.00688,0
       (2017 BG85),,,1,19.05,2459800.5,0.4595,2.376,1.284,7.88,186.1,32.03,147.19,3.47,0.2691,0.29,0
       (2017 BN91),,,,24.4,2459800.5,0.3261,1.458,0.983,12.57,135.42,301.51,81.29,1.93,0.5598,0.0912,0
       (2017 BO91),,,,24.9,2457783.5,0.3296,1.1,0.738,4.93,307.41,54.14,92.72,1.46,0.8541,0.0481,0
       (2017 BP91),,,,23.3,2459800.5,0.1437,1.335,1.143,5.47,103.69,22.8,208.57,1.53,0.6388,0.164,0
       (2017 BQ91),,,,21.4,2459800.5,0.6409,3.218,1.156,34.28,138.89,10.26,341.73,5.28,0.1708,0.176,0
       (2017 BE92),,,,20,2459800.5,0.4734,2.128,1.12,40.82,343.63,86.77,316.15,3.13,0.3176,0.47,0
       (2017 BF92),,,,26.6,2457782.5,0.5904,2.335,0.957,4.58,123.26,322.44,9.91,3.71,0.2762,0.0186,0
       (2017 BG92),,,,28.7,2459800.5,0.2578,1.252,0.929,0.35,336.99,98.67,12.25,1.57,0.7036,0.00379,0
       (2017 BH92),,,,22.45,2457782.5,0.2926,1.096,0.775,18.93,309.27,22.5,139.31,1.42,0.8588,0.218,0
       (2017 BJ92),,,,22.1,2459800.5,0.5308,2.594,1.217,22.89,320.71,180.39,112.35,3.97,0.2359,0.232,0
       (2017 BK92),,,,20.7,2459800.5,0.6064,1.357,0.534,12.74,342.96,273.81,119.62,2.18,0.6234,0.0314,1
       (2017 BL92),,,,20.9,2459800.5,0.5074,1.273,0.627,22.4,108.67,149.67,233.02,1.92,0.6863,0.298,0
       (2017 BM92),,,,23.8,2459800.5,0.1468,1.283,1.095,17.89,317.11,147.33,309.52,1.47,0.6779,0.13,0
       (2017 BN92),,,,25.6,2459800.5,0.4825,1.921,0.994,1.07,323.89,160.23,27.84,2.85,0.3701,0.0124,0
       (2017 BL93),,,,22.7,2457781.5,0.6187,1.967,0.75,2.14,162.04,219.84,32.09,3.18,0.3572,0.0199,0
       (2017 BM93),,,,26.5,2459800.5,0.4732,1.639,0.864,0.97,329.64,221.68,205.35,2.41,0.4697,0.00301,0
       (2017 BN93),,,,25.4,2459800.5,0.0514,1.044,0.991,2.12,315.79,23.34,207.38,1.1,0.9234,0.0175,0
       (2017 BO93),,,,20.9,2459800.5,0.5011,2.215,1.105,19.97,322.04,91.18,268.88,3.33,0.299,0.354,0
       (2017 BP93),,,,23.8,2457784.5,0.0352,1.267,1.222,17.7,123.37,303.48,59.38,1.31,0.691,0.256,0
       (2017 BQ93),,,,20.5,2459800.5,0.4226,1.571,0.907,38.63,283.97,229.19,268.87,2.23,0.5008,0.0268,1
       (2017 BR93),,,,19.7,2459800.5,0.7207,4.145,1.158,15.39,97.26,319.24,249.27,7.13,0.1168,0.227,0
       (2017 BS93),,,,22.5,2457783.5,0.5107,1.563,0.764,11.77,282.69,116.05,31.57,2.36,0.5046,0.0189,0
       (2017 BT93),,,,23.3,2457785.5,0.7925,2.39,0.496,6.32,105.34,135.56,344.73,4.28,0.2668,0.0673,0
       (2017 BU93),,,,23.1,2459800.5,0.403,0.9813,0.586,22.4,141.81,213.49,344.48,1.38,1.014,0.167,0
       (2017 BV93),,,,24.9,2459800.5,0.1156,0.9648,0.853,4.61,112.26,144.8,182.76,1.08,1.04,0.042,0
       (2017 BW93),,,,25.2,2457786.5,0.3708,1.397,0.879,2.59,137.8,287.67,33.81,1.92,0.5968,0.0147,0
       (2017 BY93),,,0.82255,23.1,2459800.5,0.5862,1.3,0.538,4.37,155.96,103.15,208.92,2.06,0.6648,0.00039,0
       (2017 BZ93),,,,24.9,2457786.5,0.6382,1.684,0.609,30.82,134.27,92.93,335.69,2.76,0.4512,0.0278,0
       (2017 BB94),,,,20.3,2459800.5,0.4727,1.277,0.674,35.61,130.6,155.36,184.03,1.88,0.6826,0.311,0
       (2017 BK123),,,,20.4,2459800.5,0.714,1.52,0.435,11.68,88.77,190.52,282.37,2.61,0.526,0.173,0
       (2017 BL123),,,,25.1,2459800.5,0.4618,2.001,1.077,2.99,179.41,328,335.62,2.93,0.3482,0.0938,0
       (2017 BM123),,,2.1503,23.8,2459800.5,0.2967,1.311,0.922,7.87,151.45,59.74,197.12,1.7,0.6566,0.0272,0
       (2017 BN123),,,,22.6,2459800.5,0.3578,0.891,0.572,25.21,330.67,351.93,2.18,1.21,1.172,0.204,0
       (2017 BC136),,,,20.39,2457781.5,0.6202,1.682,0.639,20.36,261.05,96.63,42.6,2.73,0.4518,0.00967,1
       (2017 BF136),,,,26.1,2457785.5,0.4978,1.096,0.55,27.74,131.41,111.86,307.34,1.64,0.8596,0.0165,0
       (2017 BG136),,,,25.96,2457785.5,0.0525,0.9948,0.943,27.61,130.03,145.34,220.91,1.05,0.9933,0.0515,0
